@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary {'Number of leaves: 49\nSize of the tree: 97\n','Number of leaves: 45\nSize of the tree: 89\n','Number of leaves: 46\nSize of the tree: 91\n','Number of leaves: 54\nSize of the tree: 107\n','Number of leaves: 59\nSize of the tree: 117\n','Number of leaves: 48\nSize of the tree: 95\n','Number of leaves: 51\nSize of the tree: 101\n','Number of leaves: 50\nSize of the tree: 99\n','Number of leaves: 52\nSize of the tree: 103\n','Number of leaves: 58\nSize of the tree: 115\n','Number of leaves: 53\nSize of the tree: 105\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 55\nSize of the tree: 109\n','Number of leaves: 56\nSize of the tree: 111\n','Number of leaves: 57\nSize of the tree: 113\n','Number of leaves: 60\nSize of the tree: 119\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

tyrex,3,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,108,18,0,85.714286,14.285714,0,0.805722,0.077166,0.260592,21.057038,60.902977,245.815728,11852.212678,-11606.39695,1.950918,94.06518,-92.114262,200.535189,1.591549,10262.125184,0.777778,35,0.08642,7,0.91358,74,0.222222,10,0.833333,0.777778,0.804598,0.84417,0.857143,0.052107,0.947893,0.142857,0.856151,0.857143,0.855792,0.901544,0.033,0,0.03,0,25181,153462,19265,'Number of leaves: 49\nSize of the tree: 97\n',97,49,49
tyrex,3,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,113,13,0,89.68254,10.31746,0,0.859652,0.061209,0.218877,16.70269,51.153924,245.815728,6476.437722,-6230.621994,1.950918,51.400299,-49.449381,211.168293,1.675939,10806.260343,0.844444,38,0.061728,5,0.938272,76,0.155556,7,0.883721,0.844444,0.863636,0.895199,0.896825,0.036972,0.963028,0.103175,0.898921,0.896825,0.897325,0.945032,0.024,0,0.02,0,26063,153462,19265,'Number of leaves: 51\nSize of the tree: 101\n',101,51,51
tyrex,3,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,112,14,0,88.888889,11.111111,0,0.848856,0.064146,0.230798,17.504094,53.940009,245.815728,10762.190886,-10516.375158,1.950918,85.414213,-83.463295,208.83772,1.657442,10686.996332,0.844444,38,0.061728,5,0.938272,76,0.155556,7,0.883721,0.844444,0.863636,0.893964,0.888889,0.039345,0.960655,0.111111,0.890701,0.888889,0.889249,0.932007,0.033,0,0.03,0,26504,153462,19265,'Number of leaves: 52\nSize of the tree: 103\n',103,52,52
tyrex,3,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,113,13,0,89.68254,10.31746,0,0.857973,0.06131,0.221684,16.730345,51.809967,245.815728,7548.030848,-7302.21512,1.950918,59.905007,-57.954088,209.482432,1.662559,10719.988646,0.911111,41,0.098765,8,0.901235,73,0.088889,4,0.836735,0.911111,0.87234,0.91358,0.896825,0.045857,0.954143,0.103175,0.89817,0.896825,0.895394,0.931349,0.033,0,0.03,0,24299,153462,19265,'Number of leaves: 47\nSize of the tree: 93\n',93,47,47
tyrex,3,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,111,15,0,88.095238,11.904762,0,0.836661,0.070117,0.238405,19.133448,55.717634,245.815728,10766.212222,-10520.396494,1.950918,85.446129,-83.49521,204.602579,1.62383,10470.268567,0.911111,41,0.098765,8,0.901235,73,0.088889,4,0.836735,0.911111,0.87234,0.910014,0.880952,0.047719,0.952281,0.119048,0.88729,0.880952,0.882593,0.920331,0.026,0,0.03,0,26063,153462,19265,'Number of leaves: 51\nSize of the tree: 101\n',101,51,51
tyrex,3,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,112,14,0,88.888889,11.111111,0,0.849424,0.064063,0.227988,17.462301,53.217214,246.380435,8621.610242,-8375.229807,1.9554,68.425478,-66.470078,210.170367,1.668019,10757.912697,0.818182,36,0.060976,5,0.939024,77,0.181818,8,0.878049,0.818182,0.847059,0.883038,0.888889,0.038485,0.961515,0.111111,0.89149,0.888889,0.889258,0.923143,0.026,0,0.03,0,25622,153462,19265,'Number of leaves: 50\nSize of the tree: 99\n',99,50,50
tyrex,4,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1134,127,113,14,0,88.976378,11.023622,0,0.848462,0.062621,0.226463,17.083414,52.910897,247.879713,9686.454197,-9438.574485,1.951809,76.271293,-74.319484,210.417292,1.656829,10768.35513,0.888889,40,0.109756,9,0.890244,73,0.111111,5,0.816327,0.888889,0.851064,0.894309,0.889764,0.048499,0.951501,0.110236,0.891257,0.889764,0.889171,0.931044,0.026,0,0.03,0,26945,153329,19398,'Number of leaves: 53\nSize of the tree: 105\n',105,53,53
tyrex,4,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,113,13,0,89.68254,10.31746,0,0.859254,0.058873,0.218948,16.047424,51.10708,246.380435,9682.234276,-9435.853841,1.9554,76.843129,-74.887729,212.538266,1.686812,10879.11748,0.886364,39,0.085366,7,0.914634,75,0.113636,5,0.847826,0.886364,0.866667,0.90036,0.896825,0.041271,0.958729,0.103175,0.899347,0.896825,0.896567,0.931892,0.024,0,0.02,0,27827,153462,19265,'Number of leaves: 55\nSize of the tree: 109\n',109,55,55
tyrex,4,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,114,12,0,90.47619,9.52381,0,0.86979,0.05469,0.213441,14.906023,49.816824,246.435029,7546.025916,-7299.590886,1.955834,59.889095,-57.933261,214.367345,1.701328,10973.007843,0.886364,39,0.085366,7,0.914634,75,0.113636,5,0.847826,0.886364,0.866667,0.883869,0.904762,0.039006,0.960994,0.095238,0.904003,0.904762,0.90393,0.932851,0.023,0,0.02,0,25622,153462,19265,'Number of leaves: 50\nSize of the tree: 99\n',99,50,50
tyrex,4,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,112,14,0,88.888889,11.111111,0,0.848454,0.06747,0.230189,18.379613,53.694246,246.823513,8620.78036,-8373.956846,1.958917,68.418892,-66.459975,208.03406,1.651064,10650.681082,0.863636,38,0.097561,8,0.902439,74,0.136364,6,0.826087,0.863636,0.844444,0.895233,0.888889,0.045303,0.954697,0.111111,0.891062,0.888889,0.889557,0.925868,0.024,0,0.03,0,25181,153462,19265,'Number of leaves: 49\nSize of the tree: 97\n',97,49,49
tyrex,4,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,113,13,0,89.68254,10.31746,0,0.860477,0.06282,0.221664,17.112987,51.705706,246.823513,8619.576491,-8372.752978,1.958917,68.409337,-66.45042,211.928783,1.681974,10850.078464,0.840909,37,0.036585,3,0.963415,79,0.159091,7,0.925,0.840909,0.880952,0.882899,0.896825,0.033823,0.966177,0.103175,0.899107,0.896825,0.896771,0.92603,0.024,0,0.02,0,24299,153462,19265,'Number of leaves: 47\nSize of the tree: 93\n',93,47,47
tyrex,4,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,117,9,0,92.857143,7.142857,0,0.901818,0.040942,0.17964,11.172297,41.983716,245.815728,3249.831857,-3004.016129,1.950918,25.792316,-23.841398,221.396431,1.757115,11329.671913,0.933333,42,0.074074,6,0.925926,75,0.066667,3,0.875,0.933333,0.903226,0.940192,0.928571,0.033573,0.966427,0.071429,0.932341,0.928571,0.928472,0.96553,0.025,0,0.03,0,27386,153462,19265,'Number of leaves: 54\nSize of the tree: 107\n',107,54,54
tyrex,4,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,113,13,0,89.68254,10.31746,0,0.859556,0.058995,0.219358,16.098528,51.266164,245.815728,7546.071045,-7300.255317,1.950918,59.889453,-57.938534,211.995004,1.6825,10848.566231,0.866667,39,0.061728,5,0.938272,76,0.133333,6,0.886364,0.866667,0.876404,0.9262,0.896825,0.036972,0.963028,0.103175,0.90105,0.896825,0.898048,0.949604,0.024,0,0.03,0,26945,153462,19265,'Number of leaves: 53\nSize of the tree: 105\n',105,53,53
tyrex,4,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,110,16,0,87.301587,12.698413,0,0.827986,0.072605,0.244814,19.812471,57.215665,245.815728,9703.404164,-9457.588436,1.950918,77.011144,-75.060226,204.908722,1.62626,10485.935012,0.777778,35,0.061728,5,0.938272,76,0.222222,10,0.875,0.777778,0.823529,0.871879,0.873016,0.043983,0.956017,0.126984,0.875744,0.873016,0.872606,0.923015,0.024,0,0.02,0,24299,153462,19265,'Number of leaves: 47\nSize of the tree: 93\n',93,47,47
tyrex,4,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,112,14,0,88.888889,11.111111,0,0.850064,0.06398,0.232597,17.458686,54.360385,245.815728,7561.512266,-7315.696538,1.950918,60.012002,-58.061084,210.535366,1.670916,10773.871159,0.777778,35,0.037037,3,0.962963,78,0.222222,10,0.921053,0.777778,0.843373,0.832922,0.888889,0.034578,0.965422,0.111111,0.894842,0.888889,0.888439,0.914712,0.023,0,0.03,0,24299,153462,19265,'Number of leaves: 47\nSize of the tree: 93\n',93,47,47
tyrex,4,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,105,21,0,83.333333,16.666667,0,0.772837,0.091121,0.28133,24.865024,65.749738,245.815728,12931.94064,-12686.124912,1.950918,102.63445,-100.683531,191.151308,1.517074,9781.917423,0.822222,37,0.074074,6,0.925926,75,0.177778,8,0.860465,0.822222,0.840909,0.894787,0.833333,0.057619,0.942381,0.166667,0.831359,0.833333,0.831631,0.891052,0.024,0,0.03,0,24299,153462,19265,'Number of leaves: 47\nSize of the tree: 93\n',93,47,47
tyrex,5,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1134,127,116,11,0,91.338583,8.661417,0,0.882733,0.054508,0.199689,14.843563,46.562065,248.942093,3263.725133,-3014.78304,1.960174,25.698623,-23.738449,218.635189,1.721537,11194.248505,0.840909,37,0.048193,4,0.951807,79,0.159091,7,0.902439,0.840909,0.870588,0.929217,0.913386,0.030274,0.969726,0.086614,0.91323,0.913386,0.91274,0.954041,0.025,0,0.02,0,24299,153329,19398,'Number of leaves: 47\nSize of the tree: 93\n',93,47,47
tyrex,5,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,114,12,0,90.47619,9.52381,0,0.87088,0.057688,0.205855,15.741752,48.110577,245.815728,4336.818605,-4091.002877,1.950918,34.419195,-32.468277,213.599328,1.695233,10930.665381,0.844444,38,0.024691,2,0.975309,79,0.155556,7,0.95,0.844444,0.894118,0.928669,0.904762,0.029399,0.970601,0.095238,0.907197,0.904762,0.904223,0.944771,0.024,0,0.03,0,24740,153462,19265,'Number of leaves: 48\nSize of the tree: 95\n',95,48,48
tyrex,5,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,111,15,0,88.095238,11.904762,0,0.837893,0.066708,0.238375,18.20329,55.710764,245.815728,7561.592402,-7315.776674,1.950918,60.012638,-58.06172,206.810379,1.641352,10583.249841,0.822222,37,0.061728,5,0.938272,76,0.177778,8,0.880952,0.822222,0.850575,0.894376,0.880952,0.043105,0.956895,0.119048,0.880009,0.880952,0.878885,0.92983,0.026,0,0.03,0,29150,153462,19265,'Number of leaves: 58\nSize of the tree: 115\n',115,58,58
tyrex,5,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,111,15,0,88.095238,11.904762,0,0.838005,0.066292,0.236345,18.089793,55.236287,245.815728,9693.301682,-9447.485954,1.950918,76.930966,-74.980047,207.985269,1.650677,10643.373283,0.8,36,0.074074,6,0.925926,75,0.2,9,0.857143,0.8,0.827586,0.869684,0.880952,0.045728,0.954272,0.119048,0.882189,0.880952,0.880302,0.930112,0.034,0,0.04,0,26063,153462,19265,'Number of leaves: 51\nSize of the tree: 101\n',101,51,51
tyrex,5,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,108,18,0,85.714286,14.285714,0,0.805272,0.082148,0.260977,22.416421,60.99313,245.815728,13991.163353,-13745.347625,1.950918,111.040979,-109.090061,197.939784,1.570951,10129.308786,0.844444,38,0.08642,7,0.91358,74,0.155556,7,0.844444,0.844444,0.844444,0.863786,0.857143,0.051521,0.948479,0.142857,0.86293,0.857143,0.858921,0.895174,0.028,0,0.03,0,25622,153462,19265,'Number of leaves: 50\nSize of the tree: 99\n',99,50,50
tyrex,5,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,113,13,0,89.68254,10.31746,0,0.858903,0.064389,0.231293,17.570364,54.055661,245.815728,10760.303692,-10514.487964,1.950918,85.399236,-83.448317,208.797229,1.657121,10684.924279,0.866667,39,0.08642,7,0.91358,74,0.133333,6,0.847826,0.866667,0.857143,0.856241,0.896825,0.041739,0.958261,0.103175,0.898289,0.896825,0.897174,0.916216,0.024,0,0.02,0,26063,153462,19265,'Number of leaves: 51\nSize of the tree: 101\n',101,51,51
tyrex,5,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,111,15,0,88.095238,11.904762,0,0.837949,0.068167,0.238821,18.60129,55.814884,245.815728,9697.623995,-9451.808267,1.950918,76.96527,-75.014351,206.561298,1.639375,10570.503434,0.844444,38,0.061728,5,0.938272,76,0.155556,7,0.883721,0.844444,0.863636,0.904115,0.880952,0.042626,0.957374,0.119048,0.881753,0.880952,0.880828,0.923937,0.023,0.001,0.02,0,26063,153462,19265,'Number of leaves: 51\nSize of the tree: 101\n',101,51,51
tyrex,5,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,115,11,0,91.269841,8.730159,0,0.88001,0.049454,0.198177,13.479973,46.258634,246.380435,7534.518555,-7288.13812,1.9554,59.797766,-57.842366,216.853597,1.72106,11100.004711,0.931818,41,0.097561,8,0.902439,74,0.068182,3,0.836735,0.931818,0.88172,0.926552,0.912698,0.039799,0.960201,0.087302,0.915366,0.912698,0.911662,0.944056,0.026,0,0.03,0,27386,153462,19265,'Number of leaves: 54\nSize of the tree: 107\n',107,54,54
tyrex,5,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,106,20,0,84.126984,15.873016,0,0.784043,0.086008,0.27395,23.443875,63.945702,246.380435,13996.00379,-13749.623355,1.9554,111.079395,-109.123995,196.305344,1.557979,10048.208905,0.818182,36,0.109756,9,0.890244,73,0.181818,8,0.8,0.818182,0.808989,0.853936,0.84127,0.059094,0.940906,0.15873,0.849821,0.84127,0.843449,0.8823,0.025,0,0.03,0,27827,153462,19265,'Number of leaves: 55\nSize of the tree: 109\n',109,55,55
tyrex,5,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,119,7,0,94.444444,5.555556,0,0.924194,0.039583,0.16919,10.782871,39.465674,246.823513,5385.249132,-5138.425619,1.958917,42.740072,-40.781156,224.592991,1.782484,11498.445608,0.954545,42,0.04878,4,0.95122,78,0.045455,2,0.913043,0.954545,0.933333,0.944568,0.944444,0.022952,0.977048,0.055556,0.945103,0.944444,0.944465,0.961477,0.023,0,0.02,0,26945,153462,19265,'Number of leaves: 53\nSize of the tree: 105\n',105,53,53
tyrex,6,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1134,127,117,10,0,92.125984,7.874016,0,0.892181,0.049072,0.195343,13.387115,45.640057,247.879713,6466.603251,-6218.723538,1.951809,50.918136,-48.966327,219.233446,1.726248,11219.532294,0.911111,41,0.073171,6,0.926829,76,0.088889,4,0.87234,0.911111,0.891304,0.923442,0.92126,0.032526,0.967474,0.07874,0.92177,0.92126,0.921223,0.943517,0.025,0,0.03,0,26063,153329,19398,'Number of leaves: 51\nSize of the tree: 101\n',101,51,51
tyrex,6,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,111,15,0,88.095238,11.904762,0,0.837935,0.068273,0.238468,18.630222,55.732437,245.815728,9699.905089,-9454.089361,1.950918,76.983374,-75.032455,206.840389,1.64159,10584.78556,0.844444,38,0.074074,6,0.925926,75,0.155556,7,0.863636,0.844444,0.853933,0.867764,0.880952,0.043861,0.956139,0.119048,0.885181,0.880952,0.881765,0.914276,0.025,0,0.03,0,25181,153462,19265,'Number of leaves: 49\nSize of the tree: 97\n',97,49,49
tyrex,6,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,113,13,0,89.68254,10.31746,0,0.859036,0.059395,0.220283,16.207759,51.482443,245.815728,7548.35073,-7302.535002,1.950918,59.907545,-57.956627,211.241424,1.676519,10810.002731,0.866667,39,0.074074,6,0.925926,75,0.133333,6,0.866667,0.866667,0.866667,0.905624,0.896825,0.040289,0.959711,0.103175,0.89685,0.896825,0.896457,0.937886,0.024,0,0.02,0,25622,153462,19265,'Number of leaves: 50\nSize of the tree: 99\n',99,50,50
tyrex,6,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,112,14,0,88.888889,11.111111,0,0.849141,0.067691,0.233453,18.471331,54.560434,245.815728,10768.997919,-10523.182191,1.950918,85.468237,-83.517319,208.003329,1.65082,10644.29747,0.844444,38,0.049383,4,0.950617,77,0.155556,7,0.904762,0.844444,0.873563,0.864198,0.888889,0.037523,0.962477,0.111111,0.893236,0.888889,0.889608,0.909253,0.025,0.001,0.03,0,25181,153462,19265,'Number of leaves: 49\nSize of the tree: 97\n',97,49,49
tyrex,6,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,111,15,0,88.095238,11.904762,0,0.835366,0.066906,0.2389,18.257362,55.833492,245.815728,8632.731263,-8386.915535,1.950918,68.51374,-66.562822,204.428346,1.622447,10461.352399,0.933333,42,0.111111,9,0.888889,72,0.066667,3,0.823529,0.933333,0.875,0.89369,0.880952,0.053333,0.946667,0.119048,0.885908,0.880952,0.877237,0.91248,0.028,0.001,0.03,0,28268,153462,19265,'Number of leaves: 56\nSize of the tree: 111\n',111,56,56
tyrex,6,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,113,13,0,89.68254,10.31746,0,0.858415,0.057316,0.218204,15.640397,50.996671,245.815728,8615.573311,-8369.757583,1.950918,68.377566,-66.426647,211.956065,1.682191,10846.573556,0.911111,41,0.098765,8,0.901235,73,0.088889,4,0.836735,0.911111,0.87234,0.89273,0.896825,0.044362,0.955638,0.103175,0.901735,0.896825,0.896848,0.923742,0.025,0,0.03,0,28709,153462,19265,'Number of leaves: 57\nSize of the tree: 113\n',113,57,57
tyrex,6,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,112,14,0,88.888889,11.111111,0,0.847167,0.061842,0.224508,16.855438,52.399991,246.435029,8615.633233,-8369.198204,1.955834,68.378042,-66.422208,208.884241,1.657811,10692.339453,0.931818,41,0.121951,10,0.878049,72,0.068182,3,0.803922,0.931818,0.863158,0.91505,0.888889,0.050103,0.949897,0.111111,0.89618,0.888889,0.88941,0.9434,0.024,0,0.03,0,29150,153462,19265,'Number of leaves: 58\nSize of the tree: 115\n',115,58,58
tyrex,6,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,110,16,0,87.301587,12.698413,0,0.827515,0.070361,0.241108,19.167355,56.241238,246.823513,10766.832856,-10520.009343,1.958917,85.451054,-83.492138,205.802771,1.633355,10536.446212,0.863636,38,0.073171,6,0.926829,76,0.136364,6,0.863636,0.863636,0.863636,0.909922,0.873016,0.044582,0.955418,0.126984,0.879426,0.873016,0.875092,0.920506,0.024,0,0.02,0,26504,153462,19265,'Number of leaves: 52\nSize of the tree: 103\n',103,52,52
tyrex,6,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,114,12,0,90.47619,9.52381,0,0.87169,0.058295,0.213665,15.880279,49.839839,246.823513,7545.246234,-7298.422721,1.958917,59.882907,-57.92399,215.490093,1.710239,11032.406202,0.795455,35,0.036585,3,0.963415,79,0.204545,9,0.921053,0.795455,0.853659,0.887334,0.904762,0.030528,0.969472,0.095238,0.909593,0.904762,0.904346,0.937641,0.023,0,0.03,0,24740,153462,19265,'Number of leaves: 48\nSize of the tree: 95\n',95,48,48
tyrex,6,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,110,16,0,87.301587,12.698413,0,0.827648,0.066375,0.238644,18.092395,55.70463,246.380435,8628.756263,-8382.375828,1.9554,68.482193,-66.526792,207.601657,1.647632,10626.429088,0.795455,35,0.073171,6,0.926829,76,0.204545,9,0.853659,0.795455,0.823529,0.897727,0.873016,0.046721,0.953279,0.126984,0.87234,0.873016,0.872036,0.939353,0.023,0,0.02,0,25622,153462,19265,'Number of leaves: 50\nSize of the tree: 99\n',99,50,50
tyrex,7,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1134,127,112,15,0,88.188976,11.811024,0,0.838244,0.061902,0.231545,16.867434,54.026499,248.499014,8623.495712,-8374.996698,1.956685,67.901541,-65.944856,209.991774,1.653479,10749.559772,0.886364,39,0.108434,9,0.891566,74,0.113636,5,0.8125,0.886364,0.847826,0.901698,0.88189,0.048252,0.951748,0.11811,0.883587,0.88189,0.881772,0.933399,0.025,0,0.02,0,28268,153329,19398,'Number of leaves: 56\nSize of the tree: 111\n',111,56,56
tyrex,7,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,111,15,0,88.095238,11.904762,0,0.836816,0.072542,0.241525,19.761389,56.338492,246.823513,9700.122503,-9453.298989,1.958917,76.985099,-75.026182,204.089115,1.619755,10448.712478,0.909091,40,0.109756,9,0.890244,73,0.090909,4,0.816327,0.909091,0.860215,0.883869,0.880952,0.050269,0.949731,0.119048,0.884204,0.880952,0.880224,0.91141,0.023,0.001,0.03,0,26063,153462,19265,'Number of leaves: 51\nSize of the tree: 101\n',101,51,51
tyrex,7,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,111,15,0,88.095238,11.904762,0,0.839409,0.067145,0.239776,18.291213,55.930513,246.823513,9696.78568,-9449.962166,1.958917,76.958617,-74.9997,209.038375,1.659035,10702.098815,0.772727,34,0.060976,5,0.939024,77,0.227273,10,0.871795,0.772727,0.819277,0.838553,0.880952,0.040216,0.959784,0.119048,0.8858,0.880952,0.881378,0.919766,0.025,0,0.03,0,25622,153462,19265,'Number of leaves: 50\nSize of the tree: 99\n',99,50,50
tyrex,7,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,117,9,0,92.857143,7.142857,0,0.902519,0.04302,0.183341,11.739344,42.848619,245.815728,4320.614217,-4074.798489,1.950918,34.290589,-32.339671,221.227772,1.755776,11321.040992,0.911111,41,0.049383,4,0.950617,77,0.088889,4,0.911111,0.911111,0.911111,0.937449,0.928571,0.026725,0.973275,0.071429,0.929668,0.928571,0.92898,0.962658,0.024,0,0.02,0,27386,153462,19265,'Number of leaves: 54\nSize of the tree: 107\n',107,54,54
tyrex,7,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,108,18,0,85.714286,14.285714,0,0.806303,0.076975,0.256557,21.004868,59.95996,245.815728,13979.520661,-13733.704933,1.950918,110.948577,-108.997658,201.355189,1.598057,10304.087615,0.777778,35,0.08642,7,0.91358,74,0.222222,10,0.833333,0.777778,0.804598,0.850617,0.857143,0.05072,0.94928,0.142857,0.865226,0.857143,0.85923,0.906346,0.027,0,0.03,0,30032,153462,19265,'Number of leaves: 60\nSize of the tree: 119\n',119,60,60
tyrex,7,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,114,12,0,90.47619,9.52381,0,0.87047,0.055725,0.214071,15.206168,50.030749,245.815728,7544.550981,-7298.735253,1.950918,59.877389,-57.92647,213.549256,1.694835,10928.103028,0.866667,39,0.037037,3,0.962963,78,0.133333,6,0.928571,0.866667,0.896552,0.936214,0.904762,0.031328,0.968672,0.095238,0.904597,0.904762,0.90399,0.94786,0.025,0,0.02,0,25622,153462,19265,'Number of leaves: 50\nSize of the tree: 99\n',99,50,50
tyrex,7,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,113,13,0,89.68254,10.31746,0,0.85958,0.059678,0.22175,16.284818,51.825201,245.815728,10755.201041,-10509.385313,1.950918,85.358738,-83.40782,211.265589,1.676711,10811.239372,0.866667,39,0.049383,4,0.950617,77,0.133333,6,0.906977,0.866667,0.886364,0.89273,0.896825,0.034936,0.965064,0.103175,0.897948,0.896825,0.897095,0.926007,0.026,0,0.02,0,28709,153462,19265,'Number of leaves: 57\nSize of the tree: 113\n',113,57,57
tyrex,7,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,111,15,0,88.095238,11.904762,0,0.836661,0.071056,0.241678,19.389842,56.482738,245.815728,9707.728865,-9461.913137,1.950918,77.045467,-75.094549,205.113488,1.627885,10496.413648,0.866667,39,0.111111,9,0.888889,72,0.133333,6,0.8125,0.866667,0.83871,0.84856,0.880952,0.051945,0.948055,0.119048,0.883107,0.880952,0.881376,0.907808,0.025,0,0.03,0,26504,153462,19265,'Number of leaves: 52\nSize of the tree: 103\n',103,52,52
tyrex,7,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,104,22,0,82.539683,17.460317,0,0.757459,0.09333,0.286559,25.467835,66.971911,245.815728,17213.903912,-16968.088184,1.950918,136.618285,-134.667367,188.575993,1.496635,9650.12906,0.888889,40,0.17284,14,0.82716,67,0.111111,5,0.740741,0.888889,0.808081,0.819753,0.825397,0.078365,0.921635,0.174603,0.832835,0.825397,0.819235,0.854904,0.024,0,0.03,0,25622,153462,19265,'Number of leaves: 50\nSize of the tree: 99\n',99,50,50
tyrex,7,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20160324.1517,1135,126,117,9,0,92.857143,7.142857,0,0.902878,0.043843,0.184077,11.950634,42.967423,246.380435,5387.889158,-5141.508723,1.9554,42.761025,-40.805625,221.741643,1.759854,11350.207341,0.886364,39,0.04878,4,0.95122,78,0.113636,5,0.906977,0.886364,0.896552,0.929739,0.928571,0.026123,0.973877,0.071429,0.929213,0.928571,0.928778,0.959454,0.024,0.001,0.02,0,27386,153462,19265,'Number of leaves: 54\nSize of the tree: 107\n',107,54,54
