@relation InstanceResultListener

@attribute Key_Dataset {tyrex}
@attribute Key_Run {1,2,3}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.rules.ZeroR,weka.classifiers.bayes.NaiveBayes,weka.classifiers.functions.Logistic,weka.classifiers.functions.MultilayerPerceptron,weka.classifiers.functions.SimpleLogistic,weka.classifiers.functions.SMO,weka.classifiers.lazy.KStar,weka.classifiers.meta.AdaBoostM1,weka.classifiers.trees.J48}
@attribute Key_Scheme_options {'','-R 1.0E-8 -M -1','-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a','-I 0 -M 500 -H 50 -W 0.0','-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0\"','-B 20 -M a','-P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump','-C 0.25 -M 2'}
@attribute Key_Scheme_version_ID {48055541465867954,5995231201785697655,3932117032546553727,-5990607817048210779,7397710626304705059,-6585883636378691736,332458330800479083,-7378107808933117974,-217733168393644444}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Area_under_ROC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary {'Number of leaves: 51\nSize of the tree: 101\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 50\nSize of the tree: 99\n','Number of leaves: 55\nSize of the tree: 109\n','Number of leaves: 59\nSize of the tree: 117\n','Number of leaves: 46\nSize of the tree: 91\n','Number of leaves: 54\nSize of the tree: 107\n','Number of leaves: 49\nSize of the tree: 97\n','Number of leaves: 44\nSize of the tree: 87\n','Number of leaves: 48\nSize of the tree: 95\n','Number of leaves: 53\nSize of the tree: 105\n','Number of leaves: 60\nSize of the tree: 119\n','Number of leaves: 52\nSize of the tree: 103\n','Number of leaves: 57\nSize of the tree: 113\n'}
@attribute measureAttributesUsed numeric
@attribute measureNumIterations numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
tyrex,1,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20160329.1624,1135,126,44,82,0,34.920635,65.079365,0,0,0.366867,0.42841,100,100,246.380435,246.380435,0,1.9554,1.9554,0,0,0,0,0,0,0,0,1,104,1,22,0,0,0,0.5,0.349206,0.349206,0.650794,0.650794,0.121945,0.349206,0.180766,0.5,0.001,0.001,0,0,1280,162635,20366,?,?,?,?,?,?
tyrex,2,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20160329.1624,1134,127,45,82,0,35.433071,64.566929,0,0,0.36656,0.428008,100,100,247.879713,247.879713,0,1.951809,1.951809,0,0,0,0,0,0,0,0,1,105,1,22,0,0,0,0.5,0.354331,0.354331,0.645669,0.645669,0.12555,0.354331,0.185406,0.5,0.001,0.001,0,0,1280,162494,20507,?,?,?,?,?,?
tyrex,2,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20160329.1624,1135,126,44,82,0,34.920635,65.079365,0,0,0.366867,0.42841,100,100,246.380435,246.380435,0,1.9554,1.9554,0,0,0,0,0,0,0,0,1,104,1,22,0,0,0,0.5,0.349206,0.349206,0.650794,0.650794,0.121945,0.349206,0.180766,0.5,0.001,0.001,0,0,1280,162635,20366,?,?,?,?,?,?
tyrex,2,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20160329.1624,1135,126,44,82,0,34.920635,65.079365,0,0,0.366898,0.428451,100,100,246.435029,246.435029,0,1.955834,1.955834,0,0,0,0,0,0,0,0,1,104,1,22,0,0,0,0.5,0.349206,0.349206,0.650794,0.650794,0.121945,0.349206,0.180766,0.5,0.001,0.001,0,0,1280,162635,20366,?,?,?,?,?,?
tyrex,2,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20160329.1624,1135,126,44,82,0,34.920635,65.079365,0,0,0.36709,0.428703,100,100,246.823513,246.823513,0,1.958917,1.958917,0,0,0,0,0,0,0,0,1,103,1,23,0,0,0,0.5,0.349206,0.349206,0.650794,0.650794,0.121945,0.349206,0.180766,0.5,0.001,0.001,0,0,1280,162635,20366,?,?,?,?,?,?
tyrex,2,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20160329.1624,1135,126,44,82,0,34.920635,65.079365,0,0,0.36709,0.428703,100,100,246.823513,246.823513,0,1.958917,1.958917,0,0,0,0,0,0,0,0,1,103,1,23,0,0,0,0.5,0.349206,0.349206,0.650794,0.650794,0.121945,0.349206,0.180766,0.5,0.001,0.001,0,0,1280,162635,20366,?,?,?,?,?,?
tyrex,2,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20160329.1624,1135,126,45,81,0,35.714286,64.285714,0,0,0.366463,0.42788,100,100,245.815728,245.815728,0,1.950918,1.950918,0,0,0,0,0,0,0,0,1,104,1,22,0,0,0,0.5,0.357143,0.357143,0.642857,0.642857,0.127551,0.357143,0.18797,0.5,0.001,0.001,0,0,1280,162635,20366,?,?,?,?,?,?
tyrex,2,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20160329.1624,1135,126,45,81,0,35.714286,64.285714,0,0,0.366463,0.42788,100,100,245.815728,245.815728,0,1.950918,1.950918,0,0,0,0,0,0,0,0,1,104,1,22,0,0,0,0.5,0.357143,0.357143,0.642857,0.642857,0.127551,0.357143,0.18797,0.5,0.001,0.001,0,0,1280,162635,20366,?,?,?,?,?,?
tyrex,2,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20160329.1624,1135,126,45,81,0,35.714286,64.285714,0,0,0.366463,0.42788,100,100,245.815728,245.815728,0,1.950918,1.950918,0,0,0,0,0,0,0,0,1,104,1,22,0,0,0,0.5,0.357143,0.357143,0.642857,0.642857,0.127551,0.357143,0.18797,0.5,0.001,0.001,0,0,1280,162635,20366,?,?,?,?,?,?
tyrex,2,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20160329.1624,1135,126,45,81,0,35.714286,64.285714,0,0,0.366463,0.42788,100,100,245.815728,245.815728,0,1.950918,1.950918,0,0,0,0,0,0,0,0,1,104,1,22,0,0,0,0.5,0.357143,0.357143,0.642857,0.642857,0.127551,0.357143,0.18797,0.5,0,0.001,0,0,1280,162635,20366,?,?,?,?,?,?
tyrex,2,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20160329.1624,1135,126,45,81,0,35.714286,64.285714,0,0,0.366463,0.42788,100,100,245.815728,245.815728,0,1.950918,1.950918,0,0,0,0,0,0,0,0,1,104,1,22,0,0,0,0.5,0.357143,0.357143,0.642857,0.642857,0.127551,0.357143,0.18797,0.5,0.001,0,0,0,1280,162635,20366,?,?,?,?,?,?
tyrex,3,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20160329.1624,1134,127,44,83,0,34.645669,65.354331,0,0,0.366993,0.428576,100,100,248.499014,248.499014,0,1.956685,1.956685,0,0,0,0,0,0,0,0,1,105,1,22,0,0,0,0.5,0.346457,0.346457,0.653543,0.653543,0.120032,0.346457,0.178294,0.5,0,0.001,0,0,1280,162494,20507,?,?,?,?,?,?
tyrex,3,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20160329.1624,1135,126,44,82,0,34.920635,65.079365,0,0,0.36709,0.428703,100,100,246.823513,246.823513,0,1.958917,1.958917,0,0,0,0,0,0,0,0,1,103,1,23,0,0,0,0.5,0.349206,0.349206,0.650794,0.650794,0.121945,0.349206,0.180766,0.5,0,0.001,0,0,1280,162635,20366,?,?,?,?,?,?
tyrex,3,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20160329.1624,1135,126,44,82,0,34.920635,65.079365,0,0,0.36709,0.428703,100,100,246.823513,246.823513,0,1.958917,1.958917,0,0,0,0,0,0,0,0,1,103,1,23,0,0,0,0.5,0.349206,0.349206,0.650794,0.650794,0.121945,0.349206,0.180766,0.5,0,0.001,0,0,1280,162635,20366,?,?,?,?,?,?
tyrex,3,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20160329.1624,1135,126,45,81,0,35.714286,64.285714,0,0,0.366463,0.42788,100,100,245.815728,245.815728,0,1.950918,1.950918,0,0,0,0,0,0,0,0,1,104,1,22,0,0,0,0.5,0.357143,0.357143,0.642857,0.642857,0.127551,0.357143,0.18797,0.5,0.001,0.001,0,0,1280,162635,20366,?,?,?,?,?,?
tyrex,3,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20160329.1624,1135,126,45,81,0,35.714286,64.285714,0,0,0.366463,0.42788,100,100,245.815728,245.815728,0,1.950918,1.950918,0,0,0,0,0,0,0,0,1,104,1,22,0,0,0,0.5,0.357143,0.357143,0.642857,0.642857,0.127551,0.357143,0.18797,0.5,0.001,0,0,0,1280,162635,20366,?,?,?,?,?,?
tyrex,3,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20160329.1624,1135,126,45,81,0,35.714286,64.285714,0,0,0.366463,0.42788,100,100,245.815728,245.815728,0,1.950918,1.950918,0,0,0,0,0,0,0,0,1,104,1,22,0,0,0,0.5,0.357143,0.357143,0.642857,0.642857,0.127551,0.357143,0.18797,0.5,0,0,0,0,1280,162635,20366,?,?,?,?,?,?
tyrex,3,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20160329.1624,1135,126,45,81,0,35.714286,64.285714,0,0,0.366463,0.42788,100,100,245.815728,245.815728,0,1.950918,1.950918,0,0,0,0,0,0,0,0,1,104,1,22,0,0,0,0.5,0.357143,0.357143,0.642857,0.642857,0.127551,0.357143,0.18797,0.5,0,0,0,0,1280,162635,20366,?,?,?,?,?,?
tyrex,3,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20160329.1624,1135,126,45,81,0,35.714286,64.285714,0,0,0.366463,0.42788,100,100,245.815728,245.815728,0,1.950918,1.950918,0,0,0,0,0,0,0,0,1,104,1,22,0,0,0,0.5,0.357143,0.357143,0.642857,0.642857,0.127551,0.357143,0.18797,0.5,0,0,0,0,1280,162635,20366,?,?,?,?,?,?
tyrex,3,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20160329.1624,1135,126,45,81,0,35.714286,64.285714,0,0,0.366463,0.42788,100,100,245.815728,245.815728,0,1.950918,1.950918,0,0,0,0,0,0,0,0,1,104,1,22,0,0,0,0.5,0.357143,0.357143,0.642857,0.642857,0.127551,0.357143,0.18797,0.5,0,0.001,0,0,1280,162635,20366,?,?,?,?,?,?
tyrex,3,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20160329.1624,1135,126,44,82,0,34.920635,65.079365,0,0,0.366867,0.42841,100,100,246.380435,246.380435,0,1.9554,1.9554,0,0,0,0,0,0,0,0,1,104,1,22,0,0,0,0.5,0.349206,0.349206,0.650794,0.650794,0.121945,0.349206,0.180766,0.5,0.001,0,0,0,1280,162635,20366,?,?,?,?,?,?
tyrex,1,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20160329.1624,1134,127,111,16,0,87.401575,12.598425,0,0.82887,0.072427,0.239978,19.756737,56.063251,247.934307,631.625756,-383.691448,1.952239,4.973431,-3.021193,205.430538,1.617563,10513.407076,0.772727,17,0.07619,8,0.92381,97,0.227273,5,0.68,0.772727,0.723404,0.945887,0.874016,0.043996,0.956004,0.125984,0.879069,0.874016,0.875551,0.955596,0.034,0.022,0.04,0.02,6809,162494,20507,?,?,?,?,?,?
tyrex,1,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20160329.1624,1135,126,105,21,0,83.333333,16.666667,0,0.771285,0.0793,0.246558,21.639364,57.6232,245.815728,348.108635,-102.292907,1.950918,2.762767,-0.811848,197.252172,1.565493,10094.121109,0.545455,12,0.019231,2,0.980769,102,0.454545,10,0.857143,0.545455,0.666667,0.946678,0.833333,0.064946,0.935054,0.166667,0.838664,0.833333,0.827647,0.967881,0.004,0.016,0,0.02,6809,162635,20366,?,?,?,?,?,?
tyrex,1,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20160329.1624,1135,126,104,22,0,82.539683,17.460317,0,0.758094,0.083541,0.24888,22.796599,58.165897,245.815728,88.087937,157.727791,1.950918,0.699111,1.251808,194.465108,1.543374,9951.496781,0.409091,9,0.028846,3,0.971154,101,0.590909,13,0.75,0.409091,0.529412,0.954983,0.825397,0.074663,0.925337,0.174603,0.82148,0.825397,0.813008,0.974382,0.002,0.01,0,0.01,6809,162635,20366,?,?,?,?,?,?
tyrex,1,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20160329.1624,1135,126,111,15,0,88.095238,11.904762,0,0.835909,0.07236,0.232068,19.745533,54.236787,245.815728,352.117752,-106.302024,1.950918,2.794585,-0.843667,203.369793,1.614046,10407.182332,0.636364,14,0.038462,4,0.961538,100,0.363636,8,0.777778,0.636364,0.7,0.880682,0.880952,0.049215,0.950785,0.119048,0.87968,0.880952,0.87814,0.947594,0.002,0.004,0,0,6809,162635,20366,?,?,?,?,?,?
tyrex,1,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20160329.1624,1135,126,111,15,0,88.095238,11.904762,0,0.834978,0.067752,0.219028,18.488179,51.189243,245.815728,81.624273,164.191454,1.950918,0.647812,1.303107,204.239309,1.620947,10451.678712,0.5,11,0,0,1,104,0.5,11,1,0.5,0.666667,0.951049,0.880952,0.055956,0.944044,0.119048,0.896125,0.880952,0.871449,0.975904,0.002,0.004,0,0,6809,162635,20366,?,?,?,?,?,?
tyrex,1,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20160329.1624,1135,126,106,20,0,84.126984,15.873016,0,0.77918,0.077618,0.23715,21.18036,55.424338,245.815728,99.887071,145.928656,1.950918,0.792755,1.158164,197.929499,1.570869,10128.782444,0.363636,8,0.038462,4,0.961538,100,0.636364,14,0.666667,0.363636,0.470588,0.906031,0.84127,0.07126,0.92874,0.15873,0.83254,0.84127,0.826596,0.965004,0.002,0.003,0,0,6809,162635,20366,?,?,?,?,?,?
tyrex,1,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20160329.1624,1135,126,111,15,0,88.095238,11.904762,0,0.835481,0.068129,0.231083,18.559253,53.902873,246.823513,90.19204,156.631474,1.958917,0.71581,1.243107,203.703032,1.616691,10428.946223,0.608696,14,0.009709,1,0.990291,102,0.391304,9,0.933333,0.608696,0.736842,0.948501,0.880952,0.055735,0.944265,0.119048,0.891544,0.880952,0.877317,0.975668,0.002,0.008,0.01,0,6809,162635,20366,?,?,?,?,?,?
tyrex,1,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20160329.1624,1135,126,105,21,0,83.333333,16.666667,0,0.772817,0.085384,0.251456,23.259583,58.655122,246.823513,157.3174,89.506114,1.958917,1.248551,0.710366,196.133972,1.556619,10041.434487,0.565217,13,0.058252,6,0.941748,97,0.434783,10,0.684211,0.565217,0.619048,0.917687,0.833333,0.063305,0.936695,0.166667,0.82887,0.833333,0.828659,0.95878,0.002,0.003,0,0,6809,162635,20366,?,?,?,?,?,?
tyrex,1,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20160329.1624,1135,126,109,17,0,86.507937,13.492063,0,0.815377,0.079154,0.24445,21.575819,57.059737,246.380435,332.952734,-86.572299,1.9554,2.642482,-0.687082,199.936368,1.586797,10234.068775,0.681818,15,0.057692,6,0.942308,98,0.318182,7,0.714286,0.681818,0.697674,0.929633,0.865079,0.053146,0.946854,0.134921,0.866195,0.865079,0.864992,0.9646,0.002,0.003,0,0,6809,162635,20366,?,?,?,?,?,?
tyrex,1,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20160329.1624,1135,126,109,17,0,86.507937,13.492063,0,0.813138,0.073198,0.229165,19.952278,53.491942,246.380435,90.513436,155.866999,1.9554,0.718361,1.23704,202.474079,1.606937,10363.965655,0.5,11,0.028846,3,0.971154,101,0.5,11,0.785714,0.5,0.611111,0.934003,0.865079,0.060886,0.939114,0.134921,0.86708,0.865079,0.857908,0.972801,0.002,0.003,0,0,6809,162635,20366,?,?,?,?,?,?
tyrex,2,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20160329.1624,1134,127,112,15,0,88.188976,11.811024,0,0.837124,0.06563,0.217021,17.90424,50.704981,247.879713,112.43598,135.443733,1.951809,0.885323,1.066486,208.40607,1.640993,10665.428421,0.636364,14,0.038095,4,0.961905,101,0.363636,8,0.777778,0.636364,0.7,0.954545,0.88189,0.05214,0.94786,0.11811,0.883873,0.88189,0.880338,0.97549,0.003,0.005,0,0.01,6809,162494,20507,?,?,?,?,?,?
tyrex,2,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20160329.1624,1135,126,108,18,0,85.714286,14.285714,0,0.802525,0.073066,0.238281,19.916361,55.61981,246.380435,321.655667,-75.275232,1.9554,2.552823,-0.597422,200.619417,1.592218,10269.031756,0.363636,8,0.028846,3,0.971154,101,0.636364,14,0.727273,0.363636,0.484848,0.923077,0.857143,0.059704,0.940296,0.142857,0.846953,0.857143,0.839289,0.965865,0.002,0.002,0,0,6809,162635,20366,?,?,?,?,?,?
tyrex,2,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20160329.1624,1135,126,104,22,0,82.539683,17.460317,0,0.759291,0.084318,0.252207,22.981191,58.864823,246.435029,367.485571,-121.050542,1.955834,2.916552,-0.960719,195.651072,1.552786,10014.96169,0.409091,9,0.057692,6,0.942308,98,0.590909,13,0.6,0.409091,0.486486,0.920892,0.825397,0.071097,0.928903,0.174603,0.814859,0.825397,0.815757,0.957873,0.002,0.002,0,0,6809,162635,20366,?,?,?,?,?,?
tyrex,2,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20160329.1624,1135,126,105,21,0,83.333333,16.666667,0,0.768706,0.09394,0.263772,25.590382,61.527951,246.823513,137.669646,109.153867,1.958917,1.092616,0.866301,188.665101,1.497342,9659.052087,0.347826,8,0.038835,4,0.961165,99,0.652174,15,0.666667,0.347826,0.457143,0.834107,0.833333,0.075714,0.924286,0.166667,0.828571,0.833333,0.818149,0.943928,0.002,0.002,0,0,6809,162635,20366,?,?,?,?,?,?
tyrex,2,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20160329.1624,1135,126,111,15,0,88.095238,11.904762,0,0.837726,0.067409,0.232509,18.363093,54.235493,246.823513,634.20078,-387.377267,1.958917,5.03334,-3.074423,206.975168,1.64266,10596.4692,0.695652,16,0.009709,1,0.990291,102,0.304348,7,0.941176,0.695652,0.8,0.956944,0.880952,0.046521,0.953479,0.119048,0.885039,0.880952,0.878058,0.957977,0.001,0.002,0,0,6809,162635,20366,?,?,?,?,?,?
