@relation tyrex


@attribute	text_length	numeric
@attribute	digit_frequency	numeric
@attribute	phrases_per_paragraph	numeric
@attribute	punctuation_frequency	numeric
@attribute	sentence_length_avg	numeric
@attribute	sentence_length_max	numeric
@attribute	sentence_length_min	numeric
@attribute	class	{ epic, poetry, drama, report }


@DATA
175, 0.0, 0.9444444444444444, 0.03526280771789754, 5.088235294117647, 14, 1, drama
712, 0.0014992503748125937, 0.4696969696969697, 0.03155144694533762, 11.741935483870968, 61, 1, drama
1838, 0.007155635062611807, 0.9016393442622951, 0.02550834487282268, 11.157575757575758, 34, 1, report
115, 0.0, 0.6666666666666666, 0.02888583218707015, 18.666666666666668, 23, 14, poetry
67, 0.0, 0.6666666666666666, 0.03278688524590164, 16.25, 20, 13, poetry
21, 0.0, 1.0, 0.025974025974025976, 10.5, 11, 10, poetry
610, 0.0, 1.2333333333333334, 0.033023735810113516, 6.027027027027027, 28, 1, drama
300, 0.0, 0.6538461538461539, 0.029945999018163968, 17.11764705882353, 43, 2, poetry
148, 0.0, 0.1724137931034483, 0.008255933952528379, 30.0, 45, 20, poetry
151, 0.0, 0.4782608695652174, 0.023369036027263874, 14.181818181818182, 26, 1, poetry
113, 0.009523809523809525, 0.7777777777777778, 0.022130013831258646, 15.857142857142858, 27, 3, epic
119, 0.0, 0.6, 0.03729281767955801, 19.166666666666668, 38, 7, poetry
667, 0.0, 0.6739130434782609, 0.027338744126441692, 11.080645161290322, 79, 1, drama
1038, 0.0, 1.3125, 0.027301587301587302, 5.73015873015873, 42, 1, drama
648, 0.0, 0.5343511450381679, 0.032705219839722764, 9.628571428571428, 46, 2, drama
84, 0.0, 0.7777777777777778, 0.028070175438596492, 11.714285714285714, 31, 1, epic
2939, 0.0, 0.7345132743362832, 0.025171251495052734, 17.343373493975903, 90, 1, epic
1561, 0.0, 0.5302491103202847, 0.03935334872979215, 10.946308724832214, 72, 2, drama
323, 0.0, 1.3333333333333333, 0.03305471124620061, 5.25, 33, 1, drama
700, 0.02073365231259968, 0.8090909090909091, 0.016123778501628664, 8.03370786516854, 35, 1, report
1646, 0.00132890365448505, 2.1549295774647885, 0.04392523364485981, 5.915032679738562, 40, 1, drama
1425, 0.013168086754453912, 0.6883116883116883, 0.017668800144235105, 13.169811320754716, 46, 1, report
531, 0.0, 1.0869565217391304, 0.0390845975829262, 7.16, 35, 1, drama
54, 0.0, 0.8, 0.021798365122615803, 13.25, 23, 3, poetry
891, 0.014962593516209476, 0.6495726495726496, 0.015069967707212056, 11.539473684210526, 47, 1, report
854, 0.02607561929595828, 0.7522935779816514, 0.016233319576282844, 10.341463414634147, 30, 1, report
66, 0.0, 1.0, 0.02411873840445269, 9.714285714285714, 22, 2, poetry
110, 0.0, 0.9, 0.02861035422343324, 12.333333333333334, 21, 2, poetry
66, 0.0, 0.6666666666666666, 0.025821596244131457, 16.0, 36, 4, poetry
167, 0.0, 0.42857142857142855, 0.029580152671755726, 26.5, 52, 6, poetry
169, 0.0, 1.2666666666666666, 0.034454470877768664, 9.105263157894736, 31, 2, poetry
62, 0.0, 0.3333333333333333, 0.007614213197969543, 20.666666666666668, 32, 1, poetry
263, 0.0, 0.9545454545454546, 0.028993746446844798, 12.476190476190476, 21, 5, poetry
2698, 0.014760147601476014, 0.4838709677419355, 0.0188929889298893, 19.05925925925926, 82, 1, report
60, 0.0, 1.3333333333333333, 0.01882845188284519, 8.0, 24, 1, poetry
76, 0.014285714285714285, 0.7142857142857143, 0.028925619834710745, 14.8, 35, 6, epic
161, 0.0, 0.3076923076923077, 0.029616724738675958, 20.5, 24, 4, poetry
53, 0.0, 2.25, 0.029411764705882353, 6.666666666666667, 17, 2, poetry
3529, 0.0003091190108191654, 0.423728813559322, 0.03169120504296015, 26.872, 118, 1, epic
129, 0.0, 0.5833333333333334, 0.032359081419624215, 17.714285714285715, 32, 7, poetry
157, 0.006944444444444444, 0.42857142857142855, 0.024928092042186004, 24.833333333333332, 68, 3, epic
1523, 0.08196721311475409, 0.7864077669902912, 0.018938747653983963, 6.518518518518518, 30, 1, report
5348, 0.0, 0.48041237113402063, 0.024179881370294153, 22.197424892703864, 102, 1, epic
44, 0.0, 1.0, 0.03484320557491289, 11.0, 23, 5, poetry
258, 0.0425531914893617, 0.6666666666666666, 0.014103730664240218, 8.8, 32, 1, report
191, 0.0, 0.7241379310344828, 0.027086383601756955, 9.523809523809524, 64, 1, drama
91, 0.011904761904761904, 0.875, 0.022222222222222223, 12.857142857142858, 27, 3, epic
1150, 0.02005730659025788, 0.7734375, 0.02136558896676464, 11.565656565656566, 59, 1, report
98, 0.0, 0.4444444444444444, 0.025236593059936908, 23.25, 29, 16, poetry
130, 0.0, 1.368421052631579, 0.031067961165048542, 5.269230769230769, 8, 1, drama
1818, 0.0, 1.4850299401197604, 0.03450857100082341, 7.657258064516129, 50, 1, drama
1132, 0.10243407707910751, 0.7737226277372263, 0.015502159229321227, 5.64622641509434, 45, 1, report
159, 0.0, 0.28, 0.02414113277623027, 22.714285714285715, 29, 2, poetry
109, 0.0, 0.8888888888888888, 0.03244005641748942, 13.5, 34, 6, poetry
651, 0.0, 0.6030534351145038, 0.030683690280065897, 8.645569620253164, 32, 2, drama
604, 0.0, 1.5888888888888888, 0.02921303656597774, 4.608391608391608, 10, 1, drama
941, 0.010404624277456647, 0.9130434782608695, 0.020880276400781134, 11.285714285714286, 27, 1, report
49, 0.0, 0.4, 0.024390243902439025, 23.0, 27, 19, poetry
2371, 0.0547879942829919, 0.7611940298507462, 0.01728820641387235, 7.856209150326797, 29, 1, report
1186, 0.0018433179723502304, 2.176470588235294, 0.03991756155765267, 5.882882882882883, 36, 1, drama
565, 0.0, 0.3333333333333333, 0.024076607387140903, 18.548387096774192, 26, 2, poetry
244, 0.0, 0.35, 0.032278481012658226, 33.0, 77, 15, poetry
98, 0.02197802197802198, 1.625, 0.03162650602409638, 7.923076923076923, 17, 2, epic
566, 0.0, 0.891566265060241, 0.02916978309648467, 8.175675675675675, 64, 1, drama
167, 0.0, 1.0, 0.03299725022914757, 11.928571428571429, 35, 2, poetry
693, 0.0, 0.312, 0.022800602280060228, 18.23076923076923, 24, 1, poetry
89, 0.0, 1.75, 0.030627871362940276, 6.785714285714286, 13, 1, epic
2191, 0.012588116817724069, 0.7130044843049327, 0.020359070640694674, 13.484276729559749, 43, 1, report
1019, 0.013086150490730643, 0.8244274809160306, 0.02024436990896023, 9.481481481481481, 32, 1, report
689, 0.02258064516129032, 0.8921568627450981, 0.01875107517632892, 7.802197802197802, 53, 1, report
72, 0.0, 0.5714285714285714, 0.02795698924731183, 9.25, 22, 2, poetry
134, 0.0, 0.7272727272727273, 0.03348729792147806, 16.375, 28, 2, poetry
71, 0.0, 1.0, 0.0367965367965368, 11.833333333333334, 22, 5, poetry
74, 0.0, 0.6666666666666666, 0.031914893617021274, 18.0, 42, 5, poetry
2976, 0.006291635825314582, 0.5966101694915255, 0.02070689039628704, 16.34659090909091, 50, 1, report
41, 0.0, 0.75, 0.018726591760299626, 13.333333333333334, 27, 6, poetry
231, 0.0, 0.3902439024390244, 0.030361757105943153, 14.5625, 26, 1, poetry
1060, 0.0, 1.292929292929293, 0.029514757378689346, 8.5078125, 60, 1, drama
168, 0.01935483870967742, 1.1428571428571428, 0.03021978021978022, 10.625, 30, 2, epic
977, 0.0, 1.3246753246753247, 0.02973635806253832, 9.862745098039216, 33, 1, epic
413, 0.0, 0.6666666666666666, 0.02721563154221912, 16.708333333333332, 53, 2, poetry
185, 0.0, 1.5, 0.03293413173652695, 8.041666666666666, 41, 1, epic
25, 0.0, 1.3333333333333333, 0.043478260869565216, 6.5, 14, 3, poetry
113, 0.0, 1.736842105263158, 0.04029692470837752, 4.0, 24, 1, drama
2234, 0.01632855022266205, 0.8376068376068376, 0.017882406202252277, 11.306122448979592, 44, 1, report
71, 0.0, 0.3333333333333333, 0.01978021978021978, 33.5, 34, 33, poetry
212, 0.01015228426395939, 1.375, 0.03584491587417703, 9.909090909090908, 23, 2, epic
866, 0.0, 1.6397058823529411, 0.031659822493045435, 4.2825112107623315, 10, 1, drama
1351, 0.0, 0.8102564102564103, 0.02865622761232218, 8.99367088607595, 81, 1, drama
472, 0.0, 0.45, 0.026568501920614596, 25.0, 94, 1, poetry
113, 0.0, 0.4, 0.02418207681365576, 26.75, 55, 16, poetry
146, 0.0, 1.0869565217391304, 0.028253424657534245, 6.4, 26, 1, drama
42, 0.0, 0.5, 0.02909090909090909, 20.0, 29, 11, poetry
349, 0.0, 0.7321428571428571, 0.027315914489311165, 8.975609756097562, 59, 1, drama
229, 0.23636363636363636, 0.6851851851851852, 0.03016359918200409, 6.918918918918919, 50, 1, report
68, 0.015873015873015872, 1.1666666666666667, 0.029106029106029108, 9.857142857142858, 17, 4, epic
44, 0.0, 0.75, 0.030303030303030304, 14.333333333333334, 23, 9, poetry
190, 0.0, 0.7333333333333333, 0.02756892230576441, 16.90909090909091, 40, 5, poetry
2505, 0.016313932980599646, 0.5214007782101168, 0.017168940297733287, 17.917910447761194, 76, 1, report
92, 0.0, 0.8571428571428571, 0.03119584055459272, 15.166666666666666, 27, 5, poetry
87, 0.024691358024691357, 1.2857142857142858, 0.030575539568345324, 9.88888888888889, 32, 2, epic
585, 0.011278195488721804, 0.6571428571428571, 0.01592425220572412, 12.543478260869565, 42, 1, report
169, 0.01282051282051282, 0.6428571428571429, 0.02488479262672811, 18.22222222222222, 47, 3, poetry
1374, 0.02750809061488673, 0.8159509202453987, 0.01980641692059509, 10.285714285714286, 33, 1, report
673, 0.0, 0.7321428571428571, 0.030463576158940398, 16.048780487804876, 54, 1, poetry
1188, 0.0, 1.4285714285714286, 0.033359990860276474, 7.725, 44, 1, drama
95, 0.0, 0.75, 0.020933977455716585, 15.5, 19, 5, poetry
100, 0.0, 0.3333333333333333, 0.024390243902439025, 31.333333333333332, 39, 22, poetry
2791, 0.04225352112676056, 0.6459770114942529, 0.017594488921988456, 9.839857651245552, 54, 1, report
50, 0.0, 1.3333333333333333, 0.03513513513513514, 6.5, 14, 1, epic
49, 0.0, 1.25, 0.027522935779816515, 10.0, 15, 6, poetry
1052, 0.011566771819137749, 0.6050420168067226, 0.015568301533419173, 14.194444444444445, 46, 1, report
160, 0.0, 0.6923076923076923, 0.024727992087042534, 17.333333333333332, 29, 1, epic
5812, 0.026240183872821298, 0.8710562414266118, 0.02182625036792175, 9.220472440944881, 55, 1, report
620, 0.017543859649122806, 0.855072463768116, 0.020856445529176836, 10.64406779661017, 44, 1, report
2178, 0.0, 1.2560386473429952, 0.030370325910809674, 8.580769230769231, 69, 1, drama
38, 0.0, 1.75, 0.02564102564102564, 6.142857142857143, 10, 2, poetry
1286, 0.006855184233076264, 0.6071428571428571, 0.01783166904422254, 14.717647058823529, 39, 1, report
284, 0.0076045627376425855, 0.5, 0.021814006888633754, 24.818181818181817, 39, 13, epic
86, 0.0, 0.5714285714285714, 0.015444015444015444, 20.75, 27, 13, poetry
96, 0.0, 0.2222222222222222, 0.02627511591962906, 44.5, 68, 21, poetry
193, 0.08379888268156424, 1.1818181818181819, 0.023809523809523808, 5.564102564102564, 21, 1, report
114, 0.0, 0.8, 0.02278481012658228, 14.0, 28, 3, poetry
507, 0.0, 0.2987012987012987, 0.02505827505827506, 22.347826086956523, 58, 1, drama
63, 0.0, 0.7142857142857143, 0.02564102564102564, 12.2, 32, 1, epic
830, 0.0, 0.5816993464052288, 0.03326126725428239, 9.696629213483146, 35, 1, drama
2431, 0.0, 1.5406162464985995, 0.03104714939868163, 4.810909090909091, 10, 1, drama
1830, 0.020618556701030927, 0.6435643564356436, 0.01655359565807327, 13.676923076923076, 34, 1, report
103, 0.0, 0.7, 0.03513513513513514, 14.285714285714286, 20, 8, poetry
71, 0.0, 0.5, 0.02569593147751606, 22.666666666666668, 34, 14, epic
188, 0.0, 0.875, 0.03295019157088123, 13.428571428571429, 34, 2, poetry
2339, 0.02737140160453044, 0.7137254901960784, 0.01819297951894637, 12.637362637362637, 78, 1, report
90, 0.0, 1.4285714285714286, 0.04144144144144144, 9.3, 16, 4, poetry
158, 0.0, 1.8846153846153846, 0.03815694744420446, 3.693877551020408, 22, 1, drama
65, 0.0, 2.3333333333333335, 0.051330798479087454, 5.214285714285714, 11, 2, poetry
61, 0.0, 0.6, 0.02736318407960199, 19.666666666666668, 34, 12, poetry
1858, 0.0011723329425556857, 1.7792207792207793, 0.041988950276243095, 7.2226277372262775, 29, 1, drama
772, 0.1569767441860465, 0.5855263157894737, 0.012382864792503346, 8.719101123595506, 46, 1, report
236, 0.004629629629629629, 0.8095238095238095, 0.019500304692260818, 13.647058823529411, 29, 1, epic
3623, 0.0, 0.6095890410958904, 0.026308934618390206, 19.713483146067414, 116, 1, epic
113, 0.0, 0.4444444444444444, 0.027338129496402876, 27.0, 55, 16, poetry
1029, 0.0, 1.1612903225806452, 0.03323836657169991, 9.666666666666666, 73, 1, drama
2137, 0.05452620434092112, 0.701058201058201, 0.015281925171262955, 8.124528301886793, 55, 1, report
1962, 0.0, 1.231638418079096, 0.03181343543334494, 9.188073394495413, 62, 1, drama
1360, 0.0, 1.4477611940298507, 0.03071287686672302, 7.319587628865979, 56, 1, drama
53, 0.0, 0.6, 0.029023746701846966, 9.666666666666666, 25, 1, poetry
982, 0.017797552836484983, 0.7669902912621359, 0.01927546138072454, 12.367088607594937, 28, 1, report
115, 0.009433962264150943, 0.9, 0.026888604353393086, 12.666666666666666, 25, 1, poetry
60, 0.0, 0.6, 0.027777777777777776, 19.333333333333332, 23, 16, poetry
67, 0.0, 1.2, 0.03140096618357488, 11.333333333333334, 16, 6, poetry
1487, 0.0029390154298310064, 0.4765625, 0.03145678509620279, 23.295081967213115, 89, 1, epic
382, 0.002688172043010753, 0.26153846153846155, 0.02432103769760843, 22.823529411764707, 45, 1, poetry
1330, 0.037159372419488024, 0.7642857142857142, 0.018882925859670045, 12.30841121495327, 38, 1, report
486, 0.032407407407407406, 0.9285714285714286, 0.01932257331211639, 5.736263736263736, 57, 1, report
90, 0.024096385542168676, 1.375, 0.024390243902439025, 8.454545454545455, 24, 2, epic
98, 0.01098901098901099, 1.125, 0.026153846153846153, 11.0, 25, 3, epic
1326, 0.0, 0.29441624365482233, 0.0310426273759982, 23.103448275862068, 85, 1, poetry
66, 0.0, 0.6666666666666666, 0.02927927927927928, 16.0, 40, 7, poetry
687, 0.0, 0.4881889763779528, 0.02926628194558945, 11.338709677419354, 42, 1, drama
1392, 0.0874897792313982, 0.8215488215488216, 0.016836262719703978, 6.008196721311475, 29, 1, report
192, 0.0, 0.7647058823529411, 0.028615622583139984, 14.461538461538462, 32, 1, poetry
35, 0.0, 0.5, 0.03056768558951965, 11.666666666666666, 30, 2, poetry
1728, 0.0012618296529968455, 2.173611111111111, 0.03925903338923616, 6.060702875399361, 30, 1, drama
162, 0.0, 0.56, 0.025732031943212066, 12.0, 28, 1, poetry
243, 0.0, 0.42857142857142855, 0.03291442250149611, 25.666666666666668, 31, 21, poetry
722, 0.0, 0.3120567375886525, 0.02991026919242273, 16.477272727272727, 33, 3, drama
1917, 0.07378984651711924, 0.7372881355932204, 0.01707008068280323, 7.486590038314176, 50, 1, report
1654, 0.0, 0.8633093525179856, 0.02704910592720341, 13.625, 82, 1, epic
120, 0.0, 0.5, 0.02461139896373057, 23.0, 35, 5, poetry
61, 0.0, 1.0, 0.023195876288659795, 12.2, 20, 2, epic
569, 0.0, 0.5254237288135594, 0.02932551319648094, 9.451612903225806, 34, 2, drama
240, 0.0, 0.7619047619047619, 0.027421236872812137, 14.6875, 32, 1, epic
710, 0.0, 0.4, 0.027788498649170205, 12.39655172413793, 45, 1, drama
205, 0.0, 1.375, 0.030347890451517395, 9.590909090909092, 28, 4, poetry
1310, 0.010186757215619695, 0.5882352941176471, 0.014926731591881313, 14.077777777777778, 39, 1, report
1156, 0.044061302681992334, 0.5970149253731343, 0.0154045028546806, 14.0375, 39, 1, report
1638, 0.0, 0.5211267605633803, 0.025163704396632368, 21.216216216216218, 116, 1, epic
2342, 0.02492944496707432, 0.6118143459915611, 0.0165229080318136, 15.655172413793103, 50, 1, report
732, 0.013533834586466165, 0.7934782608695652, 0.02070750647109577, 10.095890410958905, 44, 1, report
92, 0.0, 0.5, 0.019834710743801654, 22.0, 33, 8, epic
2686, 0.0, 0.58719646799117, 0.03781814449917898, 10.556390977443609, 63, 2, drama
1641, 0.014794889038332213, 0.6988636363636364, 0.01674418604651163, 13.08130081300813, 32, 1, report
4290, 0.0, 0.6297297297297297, 0.024209537723051237, 17.824034334763947, 120, 1, epic
77, 0.014084507042253521, 0.8571428571428571, 0.023465703971119134, 12.666666666666666, 19, 2, epic
106, 0.030612244897959183, 1.5555555555555556, 0.0316622691292876, 7.928571428571429, 28, 2, epic
1159, 0.013409961685823755, 0.5581395348837209, 0.01463523628644844, 15.48611111111111, 50, 1, report
210, 0.0, 0.5555555555555556, 0.02536997885835095, 20.2, 61, 2, poetry
262, 0.037037037037037035, 0.6545454545454545, 0.013414106447425357, 7.722222222222222, 22, 1, report
204, 0.0, 0.631578947368421, 0.029830508474576273, 16.416666666666668, 46, 6, poetry
64, 0.0, 0.8, 0.03209876543209877, 15.75, 21, 10, poetry
416, 0.0, 1.203125, 0.03083969465648855, 5.896103896103896, 43, 1, drama
393, 0.19760479041916168, 0.7777777777777778, 0.0222007722007722, 5.324675324675325, 21, 1, report
3123, 0.0, 0.47346938775510206, 0.030844305312586317, 13.831896551724139, 132, 2, drama
122, 0.0, 0.8181818181818182, 0.02551640340218712, 13.333333333333334, 21, 9, poetry
1662, 0.0, 0.708502024291498, 0.027717842323651452, 10.017142857142858, 84, 1, drama
90, 0.011904761904761904, 0.42857142857142855, 0.029411764705882353, 28.666666666666668, 52, 5, poetry
55, 0.0, 0.4, 0.0291005291005291, 26.0, 34, 18, poetry
192, 0.005649717514124294, 0.5625, 0.02743142144638404, 20.555555555555557, 43, 10, poetry
173, 0.0, 1.3333333333333333, 0.03442622950819672, 8.9, 23, 1, poetry
194, 0.022598870056497175, 0.8709677419354839, 0.017018779342723004, 7.518518518518518, 33, 1, report
766, 0.0, 0.3684210526315789, 0.0346864875166762, 15.877551020408163, 46, 1, drama
670, 0.014539579967689823, 1.2738095238095237, 0.03981797497155859, 6.775700934579439, 25, 1, report
73, 0.0, 0.6666666666666666, 0.037894736842105266, 17.75, 30, 9, poetry
777, 0.03385049365303244, 0.7954545454545454, 0.019535815662047085, 11.114285714285714, 33, 1, report
376, 0.03768115942028986, 0.8936170212765957, 0.018848872433524066, 9.19047619047619, 21, 1, report
76, 0.0, 1.0, 0.023060796645702306, 12.666666666666666, 25, 5, poetry
93, 0.0, 0.5, 0.030612244897959183, 22.25, 40, 8, poetry
340, 0.02564102564102564, 0.6153846153846154, 0.015207840486650895, 8.775, 40, 1, report
71, 0.0, 0.875, 0.026052104208416832, 10.0, 18, 2, epic
94, 0.0, 0.375, 0.026936026936026935, 29.666666666666668, 47, 20, poetry
1665, 0.05956320317670417, 0.7136363636363636, 0.019266363789331987, 10.617834394904458, 58, 1, report
699, 0.0, 0.7358490566037735, 0.034200046849379245, 17.564102564102566, 51, 2, poetry
451, 0.026634382566585957, 0.6440677966101694, 0.020023215322112594, 11.842105263157896, 71, 1, report
186, 0.0, 0.8, 0.032534246575342464, 15.583333333333334, 35, 2, poetry
1521, 0.0021551724137931034, 0.6615384615384615, 0.01883347746708946, 17.174418604651162, 45, 1, epic
62, 0.0, 1.3333333333333333, 0.0425531914893617, 8.0, 20, 1, poetry
77, 0.0, 0.8333333333333334, 0.03285420944558522, 15.2, 31, 7, poetry
986, 0.03567447045707915, 0.6727272727272727, 0.018622216434431568, 13.108108108108109, 47, 1, report
131, 0.0, 1.0909090909090908, 0.030927835051546393, 11.0, 27, 2, poetry
1834, 0.004196642685851319, 0.9035532994923858, 0.024446142093200916, 10.365168539325843, 29, 1, report
56, 0.0, 1.0, 0.029585798816568046, 14.0, 19, 6, poetry
303, 0.0, 0.9230769230769231, 0.02962962962962963, 8.805555555555555, 39, 1, drama
157, 0.0, 0.2857142857142857, 0.02737047898338221, 36.75, 57, 10, poetry
2153, 0.02906680265170831, 0.8454106280193237, 0.021324495028453506, 12.2, 32, 1, report
2350, 0.0, 1.7239583333333333, 0.03606382347707456, 7.519637462235649, 90, 1, drama
2079, 0.017637626937466594, 0.8247011952191236, 0.02128680218264676, 10.033816425120772, 54, 1, report
475, 0.0, 1.0461538461538462, 0.028011204481792718, 7.485294117647059, 33, 1, drama
118, 0.0, 0.45454545454545453, 0.03581267217630854, 22.6, 55, 5, epic
665, 0.10726072607260725, 0.8018018018018018, 0.017933074505453873, 7.797752808988764, 56, 1, report
151, 0.007194244604316547, 0.6153846153846154, 0.03481624758220503, 18.25, 42, 1, epic
1527, 0.0014275517487508922, 1.4724409448818898, 0.032463399108847865, 8.48663101604278, 40, 1, drama
716, 0.015432098765432098, 0.6292134831460674, 0.01603724780134506, 12.553571428571429, 43, 1, report
906, 0.014634146341463415, 0.6509433962264151, 0.018024311862512226, 12.869565217391305, 47, 1, report
534, 0.024640657084188913, 0.8194444444444444, 0.019024970273483946, 9.23728813559322, 40, 1, report
37, 0.0, 0.6666666666666666, 0.021367521367521368, 18.0, 19, 17, poetry
65, 0.0, 0.3333333333333333, 0.024271844660194174, 30.5, 35, 26, poetry
184, 0.0, 0.3157894736842105, 0.019933554817275746, 15.666666666666666, 20, 2, poetry
136, 0.0, 1.0833333333333333, 0.029075804776739357, 10.538461538461538, 31, 4, poetry
53, 0.020833333333333332, 1.0, 0.02512562814070352, 8.833333333333334, 22, 1, epic
1619, 0.0, 1.6098484848484849, 0.03216353370023586, 4.20235294117647, 10, 1, drama
727, 0.018018018018018018, 0.6829268292682927, 0.019397746166635876, 12.875, 43, 1, report
1229, 0.009927797833935019, 0.6370370370370371, 0.016813787305590584, 13.872093023255815, 62, 1, report
97, 0.0, 0.6, 0.02147239263803681, 8.583333333333334, 24, 1, poetry
431, 0.0025252525252525255, 0.4722222222222222, 0.026624068157614485, 24.235294117647058, 104, 4, poetry
260, 0.0, 0.6818181818181818, 0.03166378814047208, 16.866666666666667, 55, 1, epic
130, 0.0, 1.0, 0.03288672350791717, 13.0, 47, 2, poetry
4825, 0.0, 0.6392572944297082, 0.02441746423619331, 19.473029045643152, 59, 1, epic
2344, 0.004714757190004715, 0.5409836065573771, 0.019256530475552577, 17.060606060606062, 65, 1, report
114, 0.0, 0.8181818181818182, 0.02877697841726619, 12.444444444444445, 19, 1, poetry
693, 0.0, 0.6031746031746031, 0.026856561546286878, 17.57894736842105, 48, 1, poetry
3120, 0.001047851903597625, 0.3449612403100775, 0.033086958678505876, 33.157303370786515, 145, 2, epic
74, 0.0, 0.8333333333333334, 0.027837259100642397, 14.6, 19, 7, poetry
1960, 0.06828703703703703, 0.7348066298342542, 0.015288394718554551, 7.492481203007519, 49, 1, report
1856, 0.001177856301531213, 1.4654088050314464, 0.034601065771224175, 8.283261802575108, 34, 1, drama
1788, 0.04700061842918986, 0.8298969072164949, 0.02031858407079646, 11.037267080745341, 32, 1, report
1533, 0.020923520923520924, 0.6781609195402298, 0.01690595531390706, 12.73728813559322, 44, 1, report
141, 0.0, 1.0909090909090908, 0.03981797497155859, 11.833333333333334, 24, 3, poetry
79, 0.0, 0.625, 0.026501766784452298, 15.2, 27, 2, poetry
697, 0.014150943396226415, 0.5802469135802469, 0.020018885741265344, 14.51063829787234, 46, 1, report
483, 0.0022624434389140274, 0.6428571428571429, 0.03165511003919204, 17.333333333333332, 63, 2, poetry
53, 0.0, 1.2, 0.02318840579710145, 9.0, 19, 1, epic
671, 0.026058631921824105, 0.6883116883116883, 0.020977637047298634, 12.566037735849056, 57, 1, report
169, 0.0, 0.27586206896551724, 0.01266891891891892, 21.375, 25, 3, poetry
498, 0.0021691973969631237, 0.8947368421052632, 0.025374105400130124, 14.529411764705882, 46, 3, epic
53, 0.0, 1.2, 0.03015075376884422, 9.0, 17, 1, epic
1499, 0.029154518950437316, 0.7364864864864865, 0.020621416682078786, 13.577981651376147, 35, 1, report
430, 0.03553299492385787, 0.7413793103448276, 0.016821345707656612, 10.13953488372093, 32, 1, report
411, 0.02956989247311828, 0.6557377049180327, 0.015112631879098944, 10.275, 25, 1, report
1161, 0.0, 2.068702290076336, 0.03647738209817132, 4.800738007380073, 50, 1, drama
589, 0.0, 0.3333333333333333, 0.030819343522926586, 13.177777777777777, 42, 1, drama
2332, 0.0, 1.8354978354978355, 0.03457880077776026, 5.955188679245283, 87, 1, drama
132, 0.0, 1.0, 0.04279279279279279, 12.0, 35, 2, poetry
107, 0.01020408163265306, 0.5, 0.025906735751295335, 20.4, 58, 1, poetry
2607, 0.05701943844492441, 0.6872037914691943, 0.015166933178272037, 8.979310344827587, 49, 1, report
138, 0.007874015748031496, 0.75, 0.023711340206185566, 15.0, 25, 5, epic
752, 0.0, 0.5588235294117647, 0.03768506056527591, 10.31578947368421, 38, 2, drama
586, 0.0, 1.3448275862068966, 0.035005336179295625, 5.512820512820513, 27, 1, drama
522, 0.0041928721174004195, 0.391304347826087, 0.01532033426183844, 27.444444444444443, 59, 3, epic
328, 0.0, 1.1555555555555554, 0.03079416531604538, 6.769230769230769, 28, 1, drama
2378, 0.015880429705744978, 0.6617647058823529, 0.019433111445136354, 12.88888888888889, 46, 1, report
52, 0.0, 0.75, 0.016129032258064516, 17.0, 37, 6, poetry
129, 0.0, 0.5454545454545454, 0.038231780167264036, 20.666666666666668, 36, 14, poetry
505, 0.0, 0.30666666666666664, 0.028450363196125907, 22.347826086956523, 62, 2, poetry
1773, 0.0, 0.38, 0.033689470963294846, 29.49122807017544, 165, 1, epic
82, 0.0, 0.5, 0.03171247357293869, 26.333333333333332, 40, 16, poetry
1183, 0.027230046948356807, 0.7801418439716312, 0.01682335477486393, 10.672727272727272, 41, 1, report
110, 0.009900990099009901, 0.6, 0.03225806451612903, 17.666666666666668, 42, 4, epic
1848, 0.06670746634026928, 0.7180232558139535, 0.01848998459167951, 7.611336032388664, 42, 1, report
45, 0.0, 0.5, 0.02888086642599278, 21.5, 22, 21, poetry
299, 0.0, 0.32142857142857145, 0.01642421398404505, 17.0, 27, 1, poetry
135, 0.0, 0.5, 0.02905027932960894, 21.5, 36, 10, poetry
78, 0.0, 1.0, 0.04008016032064128, 13.0, 22, 4, poetry
569, 0.0, 1.3012048192771084, 0.025526197939991044, 5.5, 10, 1, drama
125, 0.0, 0.4, 0.02252816020025031, 15.875, 24, 11, poetry
257, 0.0, 0.20454545454545456, 0.03186558516801854, 29.333333333333332, 41, 2, poetry
120, 0.0, 0.6, 0.027308192457737322, 19.333333333333332, 28, 13, poetry
1066, 0.0, 1.2485207100591715, 0.023763501989766914, 5.251184834123222, 15, 1, drama
398, 0.049586776859504134, 0.6981132075471698, 0.010091145833333334, 10.783783783783784, 38, 1, report
84, 0.0, 1.5714285714285714, 0.02722323049001815, 8.0, 26, 2, poetry
2330, 0.05714285714285714, 0.7073791348600509, 0.015819516172873062, 8.424460431654676, 54, 1, report
2979, 0.0, 0.4115138592750533, 0.02996382833121517, 15.82901554404145, 89, 1, drama
491, 0.0, 2.3260869565217392, 0.035678391959798994, 5.158878504672897, 47, 1, drama
279, 0.038910505836575876, 0.813953488372093, 0.017922794117647058, 8.314285714285715, 21, 1, report
55, 0.0, 0.5, 0.02386634844868735, 17.333333333333332, 28, 7, poetry
207, 0.0, 0.8064516129032258, 0.02677376171352075, 8.68, 28, 1, drama
128, 0.0, 1.0, 0.028186274509803922, 12.8, 26, 1, poetry
754, 0.0, 0.5263157894736842, 0.030698529411764704, 11.071428571428571, 40, 1, drama
90, 0.0, 0.625, 0.030664395229982964, 17.4, 31, 5, poetry
