@attribute measureMissingArcs numeric
@attribute measureReversedArcs numeric
@attribute measureDivergence numeric
@attribute measureBayesScore numeric
@attribute measureBDeuScore numeric
@attribute measureMDLScore numeric
@attribute measureAICScore numeric
@attribute measureEntropyScore numeric
@attribute measureAttributesUsed numeric
@attribute measureNumIterations numeric

@data

tyrex,2,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1135,126,111,15,0,88.095238,11.904762,0,0.838323,0.079271,0.214102,21.605654,49.971246,246.435029,62.839976,183.595054,1.955834,0.49873,1.457104,204.245235,1.620994,10454.878589,0.727273,16,0.048077,5,0.951923,99,0.272727,6,0.761905,0.727273,0.744186,0.9375,0.880952,0.042088,0.957912,0.119048,0.879301,0.880952,0.879126,0.973519,1.945,0.001,1.95,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,2,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1135,126,110,16,0,87.301587,12.698413,0,0.827279,0.087444,0.241786,23.820871,56.39949,246.823513,121.996137,124.827376,1.958917,0.968223,0.990693,197.882147,1.570493,10130.935485,0.695652,16,0.048544,5,0.951456,98,0.304348,7,0.761905,0.695652,0.727273,0.848459,0.873016,0.04827,0.95173,0.126984,0.869737,0.873016,0.870761,0.939307,1.831,0,1.83,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,2,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1135,126,106,20,0,84.126984,15.873016,0,0.786567,0.090453,0.236794,24.640682,55.235,246.823513,86.742808,160.080705,1.958917,0.688435,1.270482,197.0373,1.563788,10087.682015,0.826087,19,0.116505,12,0.883495,91,0.173913,4,0.612903,0.826087,0.703704,0.924441,0.84127,0.049786,0.950214,0.15873,0.858006,0.84127,0.84458,0.957807,1.661,0,1.66,0.01,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,2,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1135,126,116,10,0,92.063492,7.936508,0,0.891323,0.065341,0.188247,17.830177,43.995346,245.815728,76.778674,169.037053,1.950918,0.609355,1.341564,209.623108,1.663675,10727.187562,0.681818,15,0.028846,3,0.971154,101,0.318182,7,0.833333,0.681818,0.75,0.870192,0.920635,0.028185,0.971815,0.079365,0.919079,0.920635,0.917659,0.970976,1.767,0,1.76,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,2,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1135,126,115,11,0,91.269841,8.730159,0,0.881397,0.071304,0.205268,19.45736,47.97334,245.815728,67.381196,178.434532,1.950918,0.534771,1.416147,208.771803,1.656919,10683.623106,0.909091,20,0.057692,6,0.942308,98,0.090909,2,0.769231,0.909091,0.833333,0.985577,0.912698,0.030083,0.969917,0.087302,0.91796,0.912698,0.913875,0.980943,1.541,0,1.54,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,2,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1135,126,107,19,0,84.920635,15.079365,0,0.797325,0.092322,0.243724,25.192783,56.960791,245.815728,97.214904,148.600823,1.950918,0.771547,1.179372,195.876961,1.554579,10023.746525,0.818182,18,0.096154,10,0.903846,94,0.181818,4,0.642857,0.818182,0.72,0.890297,0.849206,0.046289,0.953711,0.150794,0.861997,0.849206,0.849744,0.948048,1.535,0,1.54,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,2,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1135,126,111,15,0,88.095238,11.904762,0,0.838074,0.080509,0.204101,21.969196,47.700605,245.815728,68.396658,177.41907,1.950918,0.542831,1.408088,203.696689,1.61664,10423.910806,0.772727,17,0.067308,7,0.932692,97,0.227273,5,0.708333,0.772727,0.73913,0.955857,0.880952,0.042953,0.957047,0.119048,0.883367,0.880952,0.88176,0.969497,1.547,0.001,1.55,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,2,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1135,126,115,11,0,91.269841,8.730159,0,0.879352,0.069644,0.198768,19.004403,46.454252,245.815728,68.198868,177.61686,1.950918,0.541261,1.409658,207.205699,1.64449,10603.479807,0.636364,14,0.019231,2,0.980769,102,0.363636,8,0.875,0.636364,0.736842,0.829545,0.912698,0.041004,0.958996,0.087302,0.914216,0.912698,0.908913,0.947194,1.7,0,1.7,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.7 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1134,127,106,21,0,83.464567,16.535433,0,0.775202,0.095442,0.272272,26.034991,63.607765,247.934307,221.565436,26.368871,1.952239,1.74461,0.207629,191.86628,1.510758,9819.22318,0.636364,14,0.057143,6,0.942857,99,0.363636,8,0.7,0.636364,0.666667,0.774892,0.834646,0.055857,0.944143,0.165354,0.836458,0.834646,0.833459,0.928521,3.326,0,3.34,0,16868,125833,16070,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.7 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1135,126,114,12,0,90.47619,9.52381,0,0.870791,0.065007,0.199952,17.738929,46.730763,245.815728,112.252253,133.563474,1.950918,0.890891,1.060028,211.080908,1.675245,10801.788566,0.818182,18,0.057692,6,0.942308,98,0.181818,4,0.75,0.818182,0.782609,0.959353,0.904762,0.028597,0.971403,0.095238,0.908174,0.904762,0.905267,0.974192,3.423,0,3.42,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.7 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1135,126,114,12,0,90.47619,9.52381,0,0.86979,0.06233,0.197405,17.008592,46.135629,245.815728,94.361157,151.454571,1.950918,0.748898,1.20202,212.274571,1.684719,10862.872665,0.727273,16,0.038462,4,0.961538,100,0.272727,6,0.8,0.727273,0.761905,0.933129,0.904762,0.033951,0.966049,0.095238,0.903123,0.904762,0.903401,0.972839,3.378,0,3.37,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.7 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1135,126,108,18,0,85.714286,14.285714,0,0.803245,0.076357,0.225451,20.83612,52.690371,245.815728,133.127821,112.687907,1.950918,1.05657,0.894348,201.903521,1.602409,10332.147783,0.545455,12,0.048077,5,0.951923,99,0.454545,10,0.705882,0.545455,0.615385,0.844843,0.857143,0.059604,0.940396,0.142857,0.852744,0.857143,0.85255,0.952277,3.218,0.001,3.22,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.7 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1135,126,117,9,0,92.857143,7.142857,0,0.902022,0.048809,0.177157,13.318964,41.403378,245.815728,68.960804,176.854924,1.950918,0.547308,1.403611,218.519729,1.734284,11182.460447,0.772727,17,0.019231,2,0.980769,102,0.227273,5,0.894737,0.772727,0.829268,0.912587,0.928571,0.030149,0.969851,0.071429,0.928778,0.928571,0.927426,0.972143,3.209,0,3.21,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.7 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1135,126,102,24,0,80.952381,19.047619,0,0.740429,0.101589,0.289344,27.72143,67.622759,245.815728,166.481436,79.334292,1.950918,1.321281,0.629637,182.675789,1.449808,9348.193862,0.363636,8,0.057692,6,0.942308,98,0.636364,14,0.571429,0.363636,0.444444,0.815559,0.809524,0.062965,0.937035,0.190476,0.809288,0.809524,0.797831,0.94849,3.245,0.001,3.25,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.7 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1135,126,109,17,0,86.507937,13.492063,0,0.81348,0.076601,0.226678,20.867222,52.875312,246.823513,124.070908,122.752605,1.958917,0.98469,0.974227,201.229863,1.597062,10302.327857,0.565217,13,0.019417,2,0.980583,101,0.434783,10,0.866667,0.565217,0.684211,0.889405,0.865079,0.060202,0.939798,0.134921,0.872333,0.865079,0.858644,0.955324,3.24,0.001,3.24,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,1,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.7 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1135,126,113,13,0,89.68254,10.31746,0,0.859664,0.058246,0.21017,15.866945,49.024577,246.823513,103.487244,143.33627,1.958917,0.821327,1.137589,213.883796,1.69749,10950.16893,0.73913,17,0.038835,4,0.961165,99,0.26087,6,0.809524,0.73913,0.772727,0.946391,0.896825,0.038088,0.961912,0.103175,0.894415,0.896825,0.89498,0.972989,3.35,0,3.35,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,1,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.7 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1135,126,113,13,0,89.68254,10.31746,0,0.859073,0.060786,0.207249,16.569,48.376401,246.380435,95.459434,150.921001,1.9554,0.757615,1.197786,210.875284,1.673613,10793.995023,0.818182,18,0.057692,6,0.942308,98,0.181818,4,0.75,0.818182,0.782609,0.918269,0.896825,0.039884,0.960116,0.103175,0.90434,0.896825,0.898118,0.966019,3.363,0,3.36,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,1,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.7 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1135,126,109,17,0,86.507937,13.492063,0,0.813707,0.07203,0.233964,19.633915,54.612177,246.380435,140.58267,105.797765,1.9554,1.115735,0.839665,202.685366,1.608614,10374.780748,0.545455,12,0.028846,3,0.971154,101,0.454545,10,0.8,0.545455,0.648649,0.869755,0.865079,0.059217,0.940783,0.134921,0.865632,0.865079,0.85942,0.954568,3.26,0,3.26,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,2,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.7 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1134,127,112,15,0,88.188976,11.811024,0,0.839956,0.066011,0.216785,18.008263,50.649705,247.879713,90.300737,157.578976,1.951809,0.711029,1.240779,210.272517,1.655689,10760.946062,0.818182,18,0.066667,7,0.933333,98,0.181818,4,0.72,0.818182,0.765957,0.949784,0.88189,0.038366,0.961634,0.11811,0.886219,0.88189,0.88279,0.974456,3.087,0,3.08,0.01,16868,125833,16070,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,2,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.7 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1135,126,111,15,0,88.095238,11.904762,0,0.837181,0.066345,0.233131,18.084189,54.41763,246.380435,142.891678,103.488757,1.9554,1.134061,0.821339,206.626976,1.639897,10576.538466,0.636364,14,0.019231,2,0.980769,102,0.363636,8,0.875,0.636364,0.736842,0.866696,0.880952,0.045953,0.954047,0.119048,0.880772,0.880952,0.876471,0.952471,3.218,0,3.22,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,2,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.7 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1135,126,111,15,0,88.095238,11.904762,0,0.839939,0.068346,0.214356,18.62793,50.03032,246.435029,84.208254,162.226775,1.955834,0.668319,1.287514,209.363751,1.661617,10716.884524,0.863636,19,0.076923,8,0.923077,96,0.136364,3,0.703704,0.863636,0.77551,0.972902,0.880952,0.036127,0.963873,0.119048,0.890305,0.880952,0.880796,0.976409,3.222,0.001,3.22,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,2,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.7 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1001,1135,126,106,20,0,84.126984,15.873016,0,0.780526,0.088031,0.271288,23.98076,63.281134,246.823513,254.069129,-7.245616,1.958917,2.016422,-0.057505,192.102345,1.524622,9835.028046,0.434783,10,0.038835,4,0.961165,99,0.565217,13,0.714286,0.434783,0.540541,0.74293,0.84127,0.071455,0.928545,0.15873,0.840259,0.84127,0.831991,0.913533,3.103,0.001,3.11,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,2,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.7 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1002,1135,126,107,19,0,84.920635,15.079365,0,0.792079,0.081781,0.2477,22.278266,57.77892,246.823513,237.172473,9.65104,1.958917,1.882321,0.076596,196.448831,1.559118,10057.554242,0.565217,13,0.019417,2,0.980583,101,0.434783,10,0.866667,0.565217,0.684211,0.815112,0.849206,0.065055,0.934945,0.150794,0.854434,0.849206,0.843662,0.933076,3.047,0,3.05,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,2,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.7 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1002,1135,126,113,13,0,89.68254,10.31746,0,0.85713,0.06435,0.208265,17.559784,48.673747,245.815728,118.205721,127.610007,1.950918,0.938141,1.012778,206.387521,1.637996,10561.610635,0.545455,12,0.028846,3,0.971154,101,0.454545,10,0.8,0.545455,0.648649,0.804196,0.896825,0.049128,0.950872,0.103175,0.896398,0.896825,0.890788,0.954838,3.061,0,3.07,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,2,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.7 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1002,1135,126,113,13,0,89.68254,10.31746,0,0.858951,0.062542,0.208155,17.06632,48.648051,245.815728,99.6825,146.133228,1.950918,0.791131,1.159788,210.570155,1.671192,10775.651406,0.818182,18,0.019231,2,0.980769,102,0.181818,4,0.9,0.818182,0.857143,0.972028,0.896825,0.03964,0.96036,0.103175,0.899702,0.896825,0.897381,0.969354,3.06,0,3.06,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,2,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.7 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1002,1135,126,104,22,0,82.539683,17.460317,0,0.761446,0.090836,0.264638,24.787173,61.848703,245.815728,173.82545,71.990278,1.950918,1.379567,0.571351,192.021718,1.523982,9826.459518,0.545455,12,0.067308,7,0.932692,97,0.454545,10,0.631579,0.545455,0.585366,0.881119,0.825397,0.063742,0.936258,0.174603,0.819902,0.825397,0.821524,0.947767,3.061,0.001,3.07,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
tyrex,2,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.7 -M 0.2 -N 1000 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20160127.1002,1135,126,108,18,0,85.714286,14.285714,0,0.804786,0.074122,0.22799,20.226256,53.283732,245.815728,151.702643,94.113085,1.950918,1.203989,0.746929,202.818854,1.609673,10378.988743,0.636364,14,0.067308,7,0.932692,97,0.363636,8,0.666667,0.636364,0.651163,0.902535,0.857143,0.052215,0.947785,0.142857,0.854753,0.857143,0.855824,0.958011,3.129,0,3.13,0,16868,125942,15961,?,?,?,?,?,?,?,?,?,?,?,?
